Perenso AcctKey,Analysis Forest \ Territory,IMS #,Account Name,Street Line 1,Street Line 2,Suburb,Postcode,Analysis Forest \ State,Top 500,Phone,Banner,Brauer Rating,Call Frequency,Buying Group
"3,934",VIC2,3137001,Caremore Kilsyth Phy,Sh 19 20 Kilsyth S/C,520 Mt Dandenong Rd,KILSYTH,3137,VIC,Top 500,03 9725 9784,PHARMASAVE,A Grade,4 Weeks,BRAUER GOLD 14%
"3,591",VIC2,3138002,Priceline Phy  - Mooroolbark,,28 Brice Ave,MOOROOLBARK,3138,VIC,Top 500,03 9726 7611,PRICELINE PHY,A Grade,4 Weeks,
"3,950",VIC2,3140001,Priceline Phy - Lilydale,Sh 1 Olive Tree S/C,118 Main St,LILYDALE,3140,VIC,Top 500,03 9735 1000,PRICELINE OP IN,A Grade,4 Weeks,
"4,007",VIC2,3142006,Toorak Village Pharmacy,Sh 3,457 Toorak Rd,TOORAK,3142,VIC,Top 500,03 9826 1524,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
"5,587",VIC2,3144021,Chemist Warehouse - Malvern,,234 Glenferrie Rd,MALVERN,3144,VIC,Top 500,03 9509 4634,CHEM W/HOUSE,A Grade,4 Weeks,
"3,864",VIC2,3145008,Chemist Warehouse - Chadstone,Sh 202 Chadstone S/C,1341 Dandenong Rd,CHADSTONE,3148,VIC,Top 500,03 9569 9044,CHEM W/HOUSE,A Grade,4 Weeks,
"4,532",VIC2,3152012,Terry White Knox ,Sh 1106A Knox City S/C,Cnr Burwood & Stud Rd,WANTIRNA SOUTH,3152,VIC,Top 500,03 9887 5177,TERRY WHITE CHEMIST,A Grade,4 Weeks,
"6,112",VIC2,3153006,Direct Chemist Outlet - Bayswater,Sh 13 Mountain High S/C,7-13 high St,BAYSWATER,3153,VIC,Top 500,03 9729 5110,DIRECT CHEMIST OUTLET,A Grade,4 Weeks,
"3,779",VIC2,3156003,Hawkes Phy,Sh 10/1200,Burwood Hwy,UPPER FERNTREE GULLY,3156,VIC,Top 500,03 9758 1082,Independent,A Grade,4 Weeks,
"3,966",VIC2,3171013,Better Value Phy  - Springvale,,250 Springvale Rd,SPRINGVALE,3171,VIC,Top 500,03 9558 5334,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
"4,160",VIC2,3172004,Denis O'Brien Phy,,575 Springvale Rd,SPRINGVALE SOUTH,3172,VIC,Top 500,03 9546 2972,Independent,A Grade,4 Weeks,
"6,761",VIC2,3180003,Chemist Warehouse Knoxfield,622 Burwood Hwy,,KNOXFIELD,3180,VIC,Top 500,03 9758 4371 ,CHEM W/HOUSE,A Grade,4 Weeks,
"4,477",VIC2,3182010,Acland Court Chemist,,160 Ackland St,ST KILDA,3182,VIC,Top 500,03 9525 5111,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
"3,910",VIC2,3186005,National Pharmacies - Mid Brighton,,2 Church St,BRIGHTON,3186,VIC,Top 500,03 9592 5097,NATIONAL PHARMACIES,A Grade,4 Weeks,
"4,044",VIC2,3192003,Amcal Phy - Cheltenham,"L1, Sh 1145 Southland S/C",,CHELTENHAM,3192,VIC,Top 500,03 9583 3292,AMCAL CHEMIST,A Grade,4 Weeks,
"3,986",VIC2,3192013,Terry White Chemist - Cheltenham,Sh 2075 Westfield S/C,Nepean Hwy,CHELTENHAM,3192,VIC,Top 500,03 9584 9666,TERRY WHITE CHEMIST,A Grade,4 Weeks,
"4,148",VIC2,3194007,Terry White Mentone,Shop 6 Thrift Park S/C,171-187 Nepean Hwy,MENTONE,3194,VIC,Top 501,03 9538 6636 ,TERRY WHITE CHEMIST,A Grade,4 Weeks,
"3,531",VIC2,3195001,Amcal Max - Mordialloc,,467 Main St,MORDIALLOC,3195,VIC,Top 500,03 9580 1019,AMCAL MAX,A Grade,4 Weeks,
"4,481",VIC2,3205008,Amcal Max - South Melbourne,,103 Cecil St,SOUTH MELBOURNE,3205,VIC,Top 500,03 9690 5240,AMCAL MAX,A Grade,4 Weeks,
"4,439",VIC2,3206003,STAR Phy - Middle Park,,17 Armstrong St,MIDDLE PARK,3206,VIC,Top 500,03 9699 9260,PULSE PHY,A Grade,4 Weeks,
"4,456",VIC2,3207005,Pharmasave - Port Bay Street ,,243-247 Bay St,PORT MELBOURNE,3207,VIC,Top 500,03 9646 3597,PHARMASAVE,A Grade,4 Weeks,BRAUER GOLD 14%
"3,957",VIC2,3672002,Jenny Milner Marsha Watson Phy,,55 Bridge St,BENALLA,3672,VIC,Top 500,03 5762 1033,Independent,A C Grade,12 Weeks ,
"3,553",VIC2,3672004,Amcal Max - Benalla,,27-29 Bridge St,BENALLA,3672,VIC,Top 500,03 5762 1644,AMCAL MAX,A C Grade,12 Weeks ,
"3,601",VIC2,3677007,Wangaratta Phy,,35 Murphy St,WANGARATTA,3677,VIC,Top 500,03 5721 5055,AMCAL MAX,A C Grade,12 Weeks ,
"5,322",VIC2,3690008,Good Price Phy - Wodonga,Tenency & Wodonga Homemaker Cnt ,285 Victoria Cross Pde ,WODONGA,3690,VIC,Top 500,02 6056 8522,GOOD PRICE PHY,A C Grade,12 Weeks ,
"3,836",VIC2,3777002,Soul Pattinson - Healesville Walk ,Sh 3 Healesville Walk S/C,Maroondah Hwy,HEALESVILLE,3777,VIC,Top 500,03 5962 4165,GUARDIAN PHY,A Grade,4 Weeks,BRAUER GOLD 14%
"4,215",VIC2,3782001,Emerald Village Phy,,8 Kilvington Dr,EMERALD,3782,VIC,Top 500,03 5968 3023,Independent,A Grade,4 Weeks,
"4,247",VIC2,3793001,Pharmasave Monbulk Phy,,98 Main Rd,MONBULK,3793,VIC,Top 500,03 9756 6273,PHARMASAVE,A Grade,4 Weeks,BRAUER GOLD 14%
"4,307",VIC2,3797002,Soul Pattinson Chemist - Yarra Junction,Sh 11 Yarra Junction Village S/C,Main Rd,YARRA JUNCTION,3797,VIC,Top 500,03 5967 1193,SOUL PATTINSON,A Grade,4 Weeks,
"4,303",VIC2,3799002,Warburton Phy,,3468 Warburton Hwy,WARBURTON,3795,VIC,Top 500,03 5966 2024,,A Grade,4 Weeks,BRAUER GOLD 14%
"3,775",VIC2,,Go Vita - Doncaster ,Shop G200,619 Doncaster Rd ,DONCASTER ,3108,VIC,Top 500,03 9848 1190,GO VITA,A Grade,4 Weeks,
"4,520",VIC2,,Great Earth Super Disc - Doncaster East,Sh 46 Tunstal Sq,,DONCASTER EAST,3109,VIC,Top 500,03 9841 5170,GREAT EARTH,A Grade,4 Weeks,
"4,543",VIC2,,Go Vita - Greensborough,"L1, Sh 121A  Greensborough Plaza",Main St,GREENSBOROUGH,3088,VIC,Top 500,03 9432 8401,GO VITA,A Grade,4 Weeks,
"4,596",VIC2,,The Health Store - Lavington,Shop 2 Northpoint Tower,360-366 Griffith Rd ,LAVINGTON,2641,VIC,Top 500,02 6025 5311,Independent,A C Grade,12 Weeks ,
"4,618",VIC2,,Olive Health Food - Albury,,540 Olive St,ALBURY,2640,VIC,Top 500,02 6021 5626,Independent,A C Grade,12 Weeks ,BRAUER GOLD 14%
"4,627",VIC2,,Chirnside Park Health Food,Sh 501A Chirnside Park S/C,,CHIRNSIDE PARK,3116,VIC,Top 500,03 9726 9880,Independent,A Grade,4 Weeks,
"4,641",VIC2,,Just Healthy - Heathmont,,164 Cantebury Rd,HEATHMONT,3135,VIC,Top 500,03 9729 5028,Independent,A Grade,4 Weeks,
"4,649",VIC2,,Pro Health - Preston,Sh W15 Western Mall,Northland S/C,PRESTON,3072,VIC,Top 500,03 9478 0022,Independent,A Grade,4 Weeks,
"4,656",VIC2,,Olive Health Food - Wangaratta,Sh 1,61 Ovens St,WANGARATTA,3677,VIC,Top 500,03 5722 4945,Independent,A C Grade,12 Weeks ,BRAUER GOLD 14%
"4,662",VIC2,,The Little Hen,,270 Carlisle St,BALACLAVA,3183,VIC,Top 500,03 9534 6588,Independent,A Grade,4 Weeks,
"4,667",VIC2,,Glow Health,,358 Glenhuntly Rd,ELSTERNWICK,3185,VIC,Top 500,03 9523 7824,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
"4,680",VIC2,,Market Moses and Co Wholefoods ,Stall 26 Sth Melbourne Market,116 Cecil St,SOUTH MELBOURNE,3205,VIC,Top 500,03 9690 6093,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
"6,565",VIC2,,Go Vita - Knox City,1063 Knoxc City S/C,,WANTIRNA,3152,VIC,Top 500,03 9801 5696,GO VITA,A Grade,4 Weeks,
"11,038",VIC2,,Wholefoods Merchants - Ferntree Gully,3,794 Burwood Hwy,FERNTREE GULLY,3156,VIC,Top 500,03 9752 2772,GO VITA,A Grade,4 Weeks,
"3,784",VIC3,3173003,Parkmore Central Pharmacy,Shop 9 Parkmore S/C,Cheltenham Rd,KEYSBOROUGH,3173,VIC,Top 500,03 9798 5740,AMCAL CHEMIST,A Grade,4 Weeks,
"3,987",VIC3,3175016,Terry White Chemist - Dandenong,"L3, Sh 70-71 Dandenong Plaza",Cnr Walker & McCrae St,DANDENONG,3175,VIC,Top 500,03 9794 5959,TERRY WHITE CHEMIST,A Grade,4 Weeks,
6726,VIC3,3189601,Alan Feil Supplies,85 Levanswell Road,,MOORABBIN,3189,VIC,Top 500,03 9556 0100 ,NOVA PHARMACIES ,A Grade,12 Weeks ,
"3,731",VIC3,3196005,Soul Pattinson Chemist - Chelsea Central,,425 Nepean Hwy,CHELSEA,3196,VIC,Top 500,03 9772 2344,SOUL PATTINSON,A Grade,4 Weeks,BRAUER GOLD 14%
"3,687",VIC3,3198004,Pharmasave phy - Seafod,,115A Nepean Hwy,SEAFORD,3198,VIC,Top 500,03 9786 1230,CHEMMART MASTER,A Grade,4 Weeks,BRAUER GOLD 14%
"3,988",VIC3,3199028,Soul Pattinson - Karingal,Sh T86 Centro Karingal,330 Cranbourne Rd,KARINGAL,3199,VIC,Top 500,03 9789 1699,SOUL PATTINSON,A Grade,4 Weeks,
"5,655",VIC3,3199029,Frankston Chemmart Phy,,89-97  Young St,FRANKSTON,3199,VIC,Top 500,03 9783 3373,CHEMMART MASTER,A Grade,4 Weeks,
"5,588",VIC3,3201005,Carrum Downs Phy Selct,Sh 1 Carrum Downs Plaza,335 Ballarto Rd,CARRUM DOWNS,3201,VIC,Top 500,03 9786 4600,PHY SELECT,A Grade,4 Weeks,
"3,990",VIC3,3805001,Terry White Chemist - Fountain Gate,"Sh 2020, L2  Fountain Gate S/C",Magid Drive,FOUNTAIN GATE ,3805,VIC,Top 500,03 9704 8558,TERRY WHITE CHEMIST,A Grade,4 Weeks,
"4,958",VIC3,3805009,Chemist Warehouse Narre Warren,Sh 6,420 Princes Hwy,NARRE WARREN,3805,VIC,Top 500,03 9705 2277,CHEM W/HOUSE,A Grade,4 Weeks,
"3,511",VIC3,3806004,Pharmasave Berwick Phy ,,51 High St,BERWICK,3806,VIC,Top 500,03 9707 1555,PHARMASAVE,A Grade,4 Weeks,
"3,728",VIC3,3806006,Chem Disc Ctr Parkhill Plaza,Sh 2 Parkhill Plaza,215-225 Parkhill Dr,BERWICK,3806,VIC,Top 500,03 9705 7999,CHEMIST DISCOUNT CENTRE ,A Grade,4 Weeks,
"5,654",VIC3,3806007,PharmaSave Casey Super Clinic Phy,,50 Kangan Drive ,BERWICK,3806,VIC,Top 500,03 97699824,PHARMASAVE,A Grade,4 Weeks,
"4,036",VIC3,3806008,Pharmasave Eden Rise Phy,Sh 30 Eden Rise S/C,241 Clyde St,BERWICK,3806,VIC,Top 500,03 8794 7920,PHARMASAVE,A Grade,4 Weeks,
"6,546",VIC3,3809001,Chemists Discount Centre Officer,Sh 18 Arena S/C,Crn Princess Hwy  & Cardinia Rd,OFFICER,3809,VIC,Top 500,03 5940 0767,CHEMIST DISCOUNT CENTRE ,A Grade,4 Weeks,
"6,098",VIC3,3810008,United Discount Chemist Pakenham,Shop 1 Marketplace,43 - 45  Henry Street,PAKENHAM,3810,VIC,Top 500,03 5940 4295,Independent,A Grade,4 Weeks,
"6,488",VIC3,3810009,Discount Drug Store Pakenham,Sh 3 Pakenham Village Square S/C ,9 Village Way,PAKENHAM,3810,VIC,Top 500,03 5909 6399,DISCOUNT DRUG STORE,A Grade,4 Weeks,
"3,545",VIC3,3820008,Chemist Discount Centre Warragul,38-38A Palmerston Street,,WARRAGUL,3820,VIC,Top 500,03 5623 1615,CHEMIST DISCOUNT CENTRE ,A Grade,4 Weeks,
"4,164",VIC3,3844009,Priceline Phy - Traralgon Stockland,Sh F2 Traralgo Centre,Crn Argyle & Franklin St,TRARALGON,3844,VIC,Top 500,03 5174 5333,PRICELINE PHY,A C Grade,12 Weeks ,
"5,443",VIC3,3850002,Priceline Phy - Sale,Sh 2 Gippsland S/C,Cunningham St,SALE,3850,VIC,Top 500,03 5144 3494,PRICELINE OP IN,A C Grade,12 Weeks ,
"4,103",VIC3,3910002,Nova Phy - Langwarrin,Sh T12 Gateway Vige S/C,230 Cranbourne Rd,LANGWARRIN,3910,VIC,Top 500,03 9775 8888,NOVA PHARMACIES ,A Grade,4 Weeks,
"4,155",VIC3,3912004,Direct Chemist Outlet - Summerville Plaza,Sh 23 Sommerville Plaza S/C,17 Eramosa Rd West,SOMERVILLE,3912,VIC,Top 500,03 5977 8177,DIRECT CHEMIST OUTLET,A Grade,4 Weeks,
"5,780",VIC3,3912005,Direct Chemist Outlet - Somerville Centro,Shop MM2 Sommerville S/C,49 Eramosa Rd,SOMERVILLE WEST,3912,VIC,Top 500,03 5977 5253,DIRECT CHEMIST OUTLET,A Grade,4 Weeks,
"4,022",VIC3,3926001,Balnarring Village Phy,Sh 4 Village S/C,,BALNARRING,3926,VIC,Top 500,03 5983 1447,Independent,A Grade,4 Weeks,
"4,979",VIC3,3931007,Priceline Phy - Mornington Central,Sh C14 Mornington Centro,Cnr Barkly & Donald St,MORNINGTON,3931,VIC,Top 500,03 5975 4244,PRICELINE OP IN,A Grade,4 Weeks,
"3,946",VIC3,3931008,Chemist Discount Centre - East Mornington,Sh 4  Benton Sq S/C,Dunns Rd,MORNINGTON ,3931,VIC,Top 500,03 5973 5766,CHEMIST DISCOUNT CENTRE ,A Grade,4 Weeks,
"4,117",VIC3,3931009,Mornington Pharmacy,Sh 3 Mornington Village S/C,241 Main St,MORNINGTON,3931,VIC,Top 500,03 5975 4344,PHARMASAVE,A Grade,4 Weeks,
"4,124",VIC3,3934001,Terry Bateman Phy,Mt Martha Village,,MT MARTHA,3934,VIC,Top 500,03 5974 1439,Independent,A Grade,4 Weeks,
"3,753",VIC3,3939008,Terry White Rosebud,,3 Boneo Rd,ROSEBUD,3939,VIC,Top 500,03 5986 8288,TERRY WHITE CHEMIST,A Grade,4 Weeks,BRAUER GOLD 14%
"4,149",VIC3,3939010,Direct Chemist Outlet - Rosebud ,,999 Point Nepean Hwy,ROSEBUD,3939,VIC,Top 500,03 5986 8331,DIRECT CHEMIST OUTLET,A Grade,4 Weeks,
"6,459",VIC3,3975002,Pharmacy Select Marriott Waters ,Sh A2 Marriott Waters S/C ,945 Thompsons Road ,LYNDHURST ,3975,VIC,Top 500,03 8738 9195,PHY SELECT,A Grade,4 Weeks,
"6,971",VIC3,3977013,Blooms The Chemist Cranbourne ,Sh 114 Cranbourne Park S/C,High St,CRANBOURNE,3977,VIC,Top 500,03 5996 2254,BLOOMS THE CHEMIST,A Grade,4 Weeks,
"4,555",VIC3,,Go Vita - Berwick,Shop 10,1 Blackburne Sq,BERWICK,3806,VIC,Top 500,03 9707 1148,GO VITA,A Grade,4 Weeks,
"4,592",VIC3,,Karingal Health Shop,Sh 62 Karingal Hub S/C,,KARINGAL,3199,VIC,Top 500,03 9789 9233,Independent,A Grade,4 Weeks,
546,WA1,6000035,Friendlies Chemist - Perth,,849 Hay St,PERTH,6000,WA,Top 500,08 9321 5391,FRIENDLIES CHEMIST,A Grade,4 Weeks,
540,WA1,6007004,Friendlies Chemist - Leederville,,148 Oxford St,LEEDERVILLE,6007,WA,Top 500,08 9444 8219,FRIENDLIES CHEMIST,A Grade,4 Weeks,
548,WA1,6008014,Friendlies Chemist - Subiaco,136 Rokeby Rd,,SUBIACO,6008,WA,Top 500,08 9381 1468,FRIENDLIES CHEMIST,A Grade,4 Weeks,
572,WA1,6018009,Priceline Phy - Karrinyup ,Sh G45 Karrinyup S/C,200 Karrinyup rd,KARRINYUP,6018,WA,Top 500,08 9446 1161,PRICELINE OP IN,A Grade,4 Weeks,
471,WA1,6023003,Optimal Phy Plus - Carine Glades,Sh 5,485  Beach Rd,DUNCRAIG,6023,WA,Top 500,08 9447 4068,OPTIMAL PLUS,A Grade,4 Weeks,
591,WA1,6024005,Warwick Disc Drug Store,Shop 33-34 Warwick Grove S/C,Cnr Beach Rd & Erindale Rd,WARWICK,6024,WA,Top 500,08 9447 7777 ,DISCOUNT DRUG STORE,A Grade,4 Weeks,
614,WA1,6025009,Phy 777 - Whitfords,Sh 103 Whitford City S/C,Whitfords Ave,HILLARYS,6025,WA,Top 500,08 9401 6669,PHY 777,A Grade,4 Weeks,BRAUER GOLD 14%
498,WA1,6026003,Woodvale Boulevard Chemist,Woodvale S/Centre,Cnr Whitfords Ave & Trappers Dr,WOODVALE,6026,WA,Top 500,08 9309 5113,Independent,A Grade,4 Weeks,
823,WA1,6030002,Mindarie Keys Phy,,6 Rothesay Heights,MINDARIE,6030,WA,Top 500,08 9407 7166,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
"5,772",WA1,6031001,Priceline Phy - Carramar,Sh 12-13 Carramar Village S/C,Cnr Joondalup & Cheriton Dr,CARRAMAR,6031,WA,Top 500,08 9404 5335,PRICELINE OP IN,A Grade,4 Weeks,
617,WA1,6051002,Phy 777 - Maylands,Unit 3,238 Guildford Rd,MAYLANDS,6051,WA,Top 500,08 9271 5659,PHY 777,A Grade,4 Weeks,BRAUER GOLD 14%
480,WA1,6052001,Morwest -Inglewood,Shop 1&2 Inglewood S/C,83-91 Salisbury St,INGLEWOOD,6052,WA,Top 500,08 9272 1941,AMCAL CHEMIST,A Grade,4 Weeks,
513,WA1,6054007,Bassendean Village Chemmart Phy,Sh 8 Bassendean Vlg S/C,1 West Rd,BASSENDEAN,6054,WA,Top 500,08 9279 1232,CHEMMART MASTER,A Grade,4 Weeks,
821,WA1,6056007,Midland Gate Phy,Sh 103-104 Midland Gate S/C,,MIDLAND,6056,WA,Top 500,08 9274 2344,Independent,A Grade,4 Weeks,BRAUER SILVER 10%
896,WA1,6056016,Morrison Rd Compounding Phy,Sh 9,309 Morrison Rd,SWAN VIEW,6056,WA,Top 500,08 9255 2660,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
507,WA1,6056020,Greg's Discount Chemist - Midland,Sh 10,240 Great Eastern Hwy,MIDLAND,6056,WA,Top 500,08 9274 1460,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
661,WA1,6061008,Greg's Discount Chemist - Mirrabooka,Sh 3 Mirrabooka Sq S/C,Yirrigan Dr,MIRRABOOKA,6061,WA,Top 500,08 9349 1961,GREGS DISCOUNT B,A Grade,4 Weeks,
526,WA1,6062019,Noranda Chemmart Phy,Sh 2 Noranda Medical Cnt,46 Benara Rd,NORANDA,6062,WA,Top 500,08 9375 1251,CHEMMART MASTER,A Grade,4 Weeks,
568,WA1,6064009,Health First Goldfield Phy,Sh 18,70 Marangaroo Dr,GIRRAWHEEN,6064,WA,Top 500,08 9342 3073,HEALTH 1ST,A Grade,4 Weeks,
549,WA1,6065004,Wanneroo Community Pharmacy,,9 Conlan Ave,WANNEROO,6065,WA,Top 500,08 9306 8868,Independent,A Grade,4 Weeks,BRAUER BRONZE 7%
"5,189",WA1,6069003,Zest Pharmacy- Ellenbrook ,Sh T11,Main St,ELLENBROOK,6069,WA,Top 500,08 9296 8133,OPTIMAL PLUS,A Grade,4 Weeks,
"6,179",WA1,6069004,Optimal Phy Plus - Ellenbrook,Sh 59,The shops at Ellenbrook Pinaster Parade ,ELLENBROOK,6069,WA,Top 500,08 6296 5213,OPTIMAL PLUS,A Grade,4 Weeks,
489,WA1,6073002,Mundaring Amcal Chemist,,5 Nichol St,MUNDARING,6073,WA,Top 500,08 9295 1063,AMCAL CHEMIST,A Grade,4 Weeks,BRAUER GOLD 14%
794,WA1,6076011,Nightingales Phy - Kalamunda,SH 2 GLADES S/CNTR,123 Canning Rd,KALAMUNDA,6076,WA,Top 500,08 9293 2621,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
625,WA1,6101003,Soul Pattinson Chemist - East Victoria Park,,779 Albany Hwy,EAST VICTORIA PARK,6101,WA,Top 500,08 9361 1072,SOUL PATTINSON,A Grade,4 Weeks,
535,WA1,6107003,Cannington Centre Pharmacy,Shop 1099 Westfield Carousel,1382 Albany Hwy,CANNINGTON,6107,WA,Top 500,08 9458 1082,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
576,WA1,6109003,Maddington Village Pharmacy,Sh 3 Maddington Village S/C,Westfield St,MADDINGTON,6109,WA,Top 500,08 9459  6179,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
522,WA1,6109005,Maddington Chemmart Phy,Sh 4 Centro Maddington S/C,Attfield St,MADDINGTON,6109,WA,Top 500,08 9459 5991,CHEMMART MASTER,A Grade,4 Weeks,
520,WA1,6110004,Chemmart Phy Super Store - Gosnells,Sh 23D,2158 Albany Hwy,GOSNELLS,6110,WA,Top 500,08 9398 6666,CHEMMART MASTER,A Grade,4 Weeks,
"5,027",WA1,6110009,Greg's Discount Chemist - Southern River,Sh 14-15 Southern River S/C,Cnr Ranford Rd & Boardwalk Blvd,SOUTHERN RIVER,6110,WA,Top 500,08 9398 1855,GREGS DISCOUNT A,A Grade,4 Weeks,PPS
"5,580",WA1,6112008,Optimal Pharmacy Plus - Armadale Central,Sh 28 Armadale Central S/C,193 Jull St,ARMADALE,6112,WA,Top 500,08 9393 1200,OPTIMAL PLUS,A Grade,4 Weeks,
715,WA1,6149002,Chemmart Pharmacy Superstore Bullcreek,Sh 7 Bullcreek S/C,Benningfield Rd,BULLCREEK,6149,WA,Top 500,08 9332 3777,CHEMMART MASTER,A Grade,4 Weeks,
607,WA1,6153004,Phy 777 - Applecross,,777 Canning Hwy,APPLECROSS,6153,WA,Top 500,08 9364 8777,PHY 777,A Grade,4 Weeks,BRAUER GOLD 14%
559,WA1,6155008,D&N Guardian Phy - Canning Vale ,,Cnr Ranford & Campbell Rd,CANNING VALE,6155,WA,Top 500,08 9455 6061,GUARDIAN PHY,A Grade,4 Weeks,
723,WA1,6155010,Soul Pattinson Chemist - Livingston,Sh 17 Livingston Market Place,Ranford Rd,CANNING VALE,6155,WA,Top 500,08 9456 5000,SOUL PATTINSON,A Grade,4 Weeks,
601,WA1,6157007,Gerald Burns Healthsense Phy,,392 Canning Hwy,MELVILLE,6157,WA,Top 500,08 9339 3696,Independent,A Grade,4 Weeks,
"5,943",WA1,6157009,Palmyra Chemmart Phy,267 Canning Highway ,,PALMYRA,6157,WA,Top 500,08 9339 5522,CHEMMART MASTER,A Grade,12 Weeks ,
"5,506",WA1,6160014,Chemist Warehouse - Fremantle,,56 Adelaide St,FREMANTLE,6160,WA,Top 500,08 9335 2404,CHEM W/HOUSE,A Grade,4 Weeks,
588,WA1,6162002,Banovich Chemist,,195 Hampton Rd,SOUTH FREMANTLE,6162,WA,Top 500,08 9335 4884,Independent,A Grade,4 Weeks,BRAUER SILVER 10%
669,WA1,6164008,Gateways D&N Pharmacy,Sh 33 Gateways S/C,Wentworth Rd,SUCCESS,6164,WA,Top 500,08 9498 5977,AMCAL MAX,A Grade,4 Weeks,
"6,198",WA1,6164012,Hammond Park  Guardian Phy,Sh 1 Macquire Blv ,,HAMMOND PARK ,6164,WA,Top 500,08 9499 4074,GUARDIAN PHY,A Grade,4 Weeks,
"6,456",WA1,6164014,Good Price Phy WH - Jandakot ,626 Karel Ave,,JANDAKOT,6164,WA,Top 500,08 9417 4499,GOOD PRICE PHY,A Grade,4 Weeks,
630,WA1,6167001,Marketplace Pharmacy Kwinana,Sh 58 Kwinna Hub S/C,Gilmore Ave,KWINANA,6167,WA,Top 500,08 9419 1445,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
677,WA1,6168004,Terry White Chemist - Rockingham,ShT 131 Rockingham City S/C,1 Council Ave,ROCKINGHAM,6168,WA,Top 500,08 9527 3202,TERRY WHITE CHEMIST,A Grade,4 Weeks,
"5,944",WA1,6168006,Chemmart Phy Superstore - Rockingham,Sh 90 Rockingham City S/C,Red St,ROCKINGHAM,6168,WA,Top 500,08 9527 5225 ,CHEMMART MASTER,A Grade,4 Weeks,PPS
908,WA1,6169006,Warnbro Phy,Sh 28 Warnbro Fair S/C,Warnbro Sound Ave,WARNBRO,6169,WA,Top 500,08 9593 6166,Independent,A Grade,4 Weeks,
"5,418",WA1,6171001,Priceline Phy - Baldivis,Sh 17 Stockland Baldivis,Lot 1 Safety Bay Rd,BALDIVIS,6171,WA,Top 500,08 9524 3803,PRICELINE PHY,A Grade,4 Weeks,
872,WA1,6173002,Secret Harbour Phy,Sh 12 Secret Harbour S/C,,SECRET HARBOUR,6173,WA,Top 500,08 9524 8321,Independent,A Grade,4 Weeks,
"6,088",WA1,6210014,Discount Drug Store -Mandurah,38-42 Minilya Parkway,,MANDURAH,6210,WA,Top 500,08 9535 1422,DISCOUNT DRUG STORE,A Grade,4 Weeks,
814,WA1,6210015,Optimal Pharmacy Plus - Meadow Springs,Sh 3 Meadow Springs Blv S/C,25 Meadow Springs Dr,MEADOW SPRINGS,6210,WA,Top 500,08 9581 8944,OPTIMAL PLUS,A Grade,4 Weeks,
752,WA1,6210016,Nightingales Phy - Erskine,Sh 4 Erskine Central S/C,,ERSKINE,6210,WA,Top 500,08 9582 7433,Independent,A Grade,4 Weeks,
504,WA1,6210017,Halls Head Chemmart Phy,Sh 10 Halls Head Central S/C,Guava Way,HALLS HEAD,6210,WA,Top 500,08 9535 1253,CHEMMART MASTER,A Grade,4 Weeks,
"5,131",WA1,6210019,Car Park Chemist Mandurah,,2-3/7 Dower St,MANDURAH,6210,WA,Top 500,08 9534 9000,Independent,A Grade,4 Weeks,
755,WA1,6210020,Friendlies Chemist - Miami,"Sh 3, Miami Plaza",633 Old Coast Rd,FALCON,6210,WA,Top 500,08 9534 2644,FRIENDLIES CHEMIST,A Grade,4 Weeks,
718,WA1,6230003,Bunbury Forum Phy,Sh 22 Bunbury Forum,Sandbridge Rd,BUNBURY,6230,WA,Top 500,08 9721 6731,Independent,A C Grade,12 Weeks ,
717,WA1,6230004,Bunbury Drive In Phy,,Cnr Blair St & Forrest Ave,BUNBURY,6230,WA,Top 500,08 9791 2447,Independent,A C Grade,12 Weeks ,
518,WA1,6232002,Chemmart Pharmacy Superstore - Eaton,Sh 15 Eaton Fair S/C,Eaton Drive,EATON,6232,WA,Top 500,08 9725 2635,CHEMMART MASTER,A C Grade,12 Weeks ,
512,WA1,6233001,Australind Chemmart Phy,Sh 12-14 Australind S/C,Old CoastbRd,AUSTRALIND,6233,WA,Top 500,08 9797 1303,CHEMMART MASTER,A C Grade,12 Weeks ,
515,WA1,6280008,Busselton Central Chemmart Phy,Sh 5 Busselton Central S/C,Prince St,BUSSELTON,6280,WA,Top 500,08 9752 1276,CHEMMART MASTER,A C Grade,12 Weeks ,
746,WA1,6281002,Dunsborough Phy,Sh 16-17 Centre Point S/C,55 Dunn Bay Rd,DUNSBOROUGH,6281,WA,Top 500,08 9755 3272,Independent,A C Grade,12 Weeks ,
524,WA1,6285001,Priceline Phy - Margaret River ,,146 Bussell Hwy,MARGARET RIVER,6285,WA,Top 500,08 9757 2224,PRICELINE PHY,A C Grade,12 Weeks ,
